Wilayah,Dapil,Kecamatan,Kelurahan,TPS,PKB,Gerindra,PDIP,Golkar,NasDem,Garuda,Berkarya,PKS,Perindo,PPP,PSI,PAN,Hanura,Demokrat,PBB,PKPI
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 096,15,45,7,1,7,0,0,21,1,3,10,2,2,10,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 098,1,20,96,4,32,0,0,20,6,1,37,3,0,6,1,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 099,3,12,98,3,41,0,2,12,0,0,54,2,4,8,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 100,1,12,87,2,46,1,1,7,4,0,8,1,1,8,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 101,3,32,91,4,67,1,3,10,6,6,63,2,1,17,2,2
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 102,2,20,2,1,98,0,1,24,7,2,32,11,1,1,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 103,36,27,52,4,18,1,2,22,21,4,11,5,0,11,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 104,83,32,29,8,7,0,1,29,1,9,5,8,3,3,1,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 105,18,28,65,4,33,16,2,7,18,3,16,15,0,3,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 106,20,27,39,8,39,29,0,19,11,0,0,0,0,0,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 107,14,45,62,9,10,2,3,20,5,0,20,12,0,7,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 108,31,31,59,6,4,2,0,25,7,4,30,7,0,4,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 109,7,39,59,8,24,0,2,31,1,3,15,26,1,3,2,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 110,11,36,74,4,16,0,0,24,3,4,17,27,0,3,1,1
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 111,13,25,66,1,29,1,4,23,22,2,3,3,1,3,2,2
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 112,6,29,56,0,20,0,1,17,11,1,5,7,1,3,1,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 113,20,42,50,4,10,3,1,26,16,3,9,7,2,5,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 114,65,11,59,3,5,0,0,11,12,2,17,7,1,8,2,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 115,53,17,42,0,12,0,3,23,8,1,23,5,0,4,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 116,14,45,6,11,10,1,0,32,2,5,10,17,2,8,1,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 117,9,58,71,10,11,0,3,20,3,2,5,12,1,15,5,1
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 118,1,38,65,8,14,3,1,24,6,15,6,7,0,8,1,1
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 119,10,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 120,14,37,42,3,10,0,3,53,6,3,3,2,9,0,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 121,7,25,62,3,11,1,0,38,1,6,21,4,2,13,1,2
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 122,13,40,63,5,10,1,1,42,4,7,20,6,1,11,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 123,11,41,83,5,14,0,0,31,8,2,18,5,3,9,0,1
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 124,12,30,61,9,16,0,0,37,5,8,12,8,2,6,1,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 125,6,55,33,4,12,1,2,21,6,2,16,12,0,12,1,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 126,7,48,50,3,14,0,5,26,6,4,19,21,0,3,2,2
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 127,9,52,55,5,10,0,1,19,5,4,14,21,0,7,1,1
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 128,11,28,70,2,15,0,2,40,0,4,15,12,1,8,2,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 129,5,28,103,6,8,1,3,25,2,7,8,4,4,11,8,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 131,3,42,52,4,14,1,2,47,2,1,12,15,3,24,2,1
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 132,5,52,38,7,15,3,7,19,7,1,78,4,1,22,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 133,6,30,57,19,11,0,20,30,5,0,22,8,2,13,4,1
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 135,13,35,84,3,16,0,2,23,2,5,23,3,0,23,0,1
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 136,4,34,67,13,21,0,1,15,7,1,32,4,0,25,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 137,6,27,64,11,8,0,0,22,6,5,25,4,1,19,2,3
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 138,3,15,46,11,7,0,27,16,13,5,27,4,1,39,8,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 139,6,26,50,5,7,0,13,20,13,1,13,4,2,16,9,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 140,4,31,45,9,7,0,0,16,6,2,21,12,1,7,2,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 141,13,59,36,9,8,3,5,28,7,8,28,5,0,8,7,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 142,3,47,35,9,3,0,3,16,9,1,18,8,5,13,6,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 143,5,43,25,2,9,2,3,30,6,2,20,7,9,16,20,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 144,10,36,33,6,8,0,0,36,8,3,10,6,0,14,11,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 145,9,30,46,8,4,0,4,21,7,4,12,8,0,18,6,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 146,8,39,43,5,15,0,0,38,24,10,12,7,0,25,5,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 147,3,40,30,7,18,0,3,17,22,13,0,17,6,11,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 148,5,43,55,6,10,1,0,24,11,4,15,6,3,23,7,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 149,11,65,19,11,24,0,2,56,10,3,7,8,2,9,1,1
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 150,6,31,43,7,29,1,2,17,5,3,15,48,0,7,2,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 151,3,32,56,5,31,1,2,17,3,3,14,30,4,3,1,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 152,5,57,44,6,15,1,3,19,9,3,21,8,1,15,2,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 153,4,55,30,3,8,0,2,23,5,2,7,3,1,21,0,2
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 154,8,26,47,17,16,1,1,42,0,0,15,5,0,12,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 155,4,32,61,6,14,0,1,49,3,5,16,5,0,5,1,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 157,7,23,78,7,15,0,1,8,1,5,10,1,1,11,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 158,7,63,57,5,17,0,5,15,6,6,3,4,3,8,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 159,8,51,71,4,21,0,4,18,11,3,6,2,0,3,1,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 161,8,63,34,5,12,0,0,57,5,3,8,17,1,12,2,2
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 162,8,67,34,7,6,0,3,48,12,1,4,16,0,11,1,1
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 163,50,34,43,6,14,0,0,39,9,1,6,8,4,24,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 164,19,57,46,2,10,1,3,33,13,3,3,11,3,13,1,2
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 165,15,69,47,5,12,0,2,37,6,4,7,8,0,9,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 167,8,92,54,3,12,0,0,18,12,5,3,5,1,14,1,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 168,9,65,55,3,7,0,2,22,5,2,1,6,4,18,1,1
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 169,14,67,44,3,17,1,1,24,10,5,7,8,1,9,1,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 170,6,60,57,5,17,0,0,29,15,6,3,14,2,9,1,1
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 171,6,71,52,6,7,0,0,19,18,2,8,7,1,8,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 172,9,56,36,6,23,0,1,27,5,3,16,4,1,4,1,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 173,11,40,35,9,39,0,0,15,5,0,6,11,0,3,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 174,8,74,33,8,40,0,0,22,10,1,6,10,2,5,3,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 175,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 176,15,31,65,11,32,0,1,28,9,2,6,8,2,12,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 177,6,32,61,7,32,2,3,7,17,11,13,6,1,13,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 178,7,32,64,3,7,0,0,13,13,13,8,2,1,18,0,1
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 179,8,30,53,8,16,1,5,10,23,7,10,5,1,4,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 180,7,67,48,5,20,1,1,15,5,6,0,11,2,3,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 181,15,53,39,8,23,0,1,15,11,2,12,9,1,6,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 182,7,55,37,4,15,1,2,12,8,5,6,15,1,5,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 183,10,59,41,7,25,0,0,25,8,3,8,15,7,8,1,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 184,7,66,62,5,17,0,0,21,4,7,4,5,8,5,0,2
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 185,12,58,60,12,23,3,0,24,12,5,7,5,0,8,1,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 186,9,60,33,4,48,0,0,22,4,1,8,5,0,7,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 187,9,64,44,15,12,0,4,54,6,1,6,23,2,9,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 188,2,62,49,9,11,1,2,46,6,4,3,24,0,13,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 189,4,64,56,16,18,0,3,53,6,0,5,8,0,3,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 190,4,52,42,5,19,0,1,62,4,3,9,7,0,2,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 191,9,75,30,16,33,0,4,40,12,5,3,3,1,4,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 192,2,56,47,3,31,1,2,39,7,1,5,5,1,2,2,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 193,8,43,60,1,31,0,1,75,5,3,1,4,0,7,7,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 194,11,65,19,11,24,0,2,56,10,3,7,8,2,9,1,1
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 195,8,90,49,10,14,2,4,35,17,1,2,4,0,7,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 196,11,84,42,2,16,0,1,32,7,2,4,5,2,17,1,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 197,5,58,38,7,41,0,1,29,3,4,7,7,0,8,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 198,36,76,27,4,10,2,0,43,5,1,0,8,1,2,2,1
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 199,8,64,46,14,28,0,6,26,5,3,3,22,1,2,1,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 200,4,46,25,12,1,1,5,28,9,1,1,12,2,6,1,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 201,9,37,53,2,6,1,8,21,4,7,25,21,1,19,1,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 202,7,69,11,5,7,0,0,23,4,13,7,15,3,23,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 203,12,81,108,6,9,2,1,2,12,27,12,18,2,19,1,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 204,4,56,37,10,7,1,2,24,4,10,5,14,1,33,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 205,14,92,50,5,21,0,4,10,6,8,23,14,0,0,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 206,11,53,53,12,30,0,2,8,7,9,17,0,4,23,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 207,14,59,48,9,32,1,2,19,5,1,20,7,0,21,0,1
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 208,6,62,33,1,40,1,1,42,12,15,13,5,0,21,1,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 209,11,73,51,10,21,0,1,43,2,2,10,5,2,10,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 210,11,41,57,4,19,0,4,18,12,6,19,8,1,8,0,1
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 211,9,66,65,7,17,1,6,20,16,6,15,5,4,11,1,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 212,1,47,49,4,15,1,0,21,4,2,24,4,0,10,1,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 213,7,34,54,19,15,1,0,21,3,2,19,4,0,7,1,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 214,12,31,57,0,9,0,1,23,3,5,22,12,1,11,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 215,10,71,42,7,7,0,3,33,17,1,11,8,0,27,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 216,26,60,73,2,14,0,2,19,11,10,27,9,2,11,2,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 217,2,10,74,3,8,0,0,0,1,0,36,0,0,1,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 218,8,25,66,13,8,0,3,14,2,7,37,9,2,16,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 219,26,15,21,7,7,1,2,11,6,2,9,4,0,4,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 220,6,27,74,3,17,0,2,25,4,5,23,4,1,6,1,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 221,3,34,56,5,13,0,4,44,11,2,13,15,1,6,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 222,8,44,70,9,8,1,3,11,4,9,13,16,5,14,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 223,6,31,53,10,8,0,0,29,3,2,9,0,0,8,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 224,1,25,14,3,26,0,1,42,3,1,28,8,5,24,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 225,5,47,0,5,32,1,0,0,7,6,7,8,1,8,0,0
Jakarta Utara,3,Pademangan,Pademangan Barat,TPS 226,4,47,42,3,15,0,1,18,8,4,13,6,0,11,1,1
Jakarta Utara,3,Pademangan,Ancol,TPS 01,5,94,30,4,6,0,6,28,6,1,4,27,1,11,1,0
Jakarta Utara,3,Pademangan,Ancol,TPS 02,3,67,50,0,6,0,7,20,10,10,4,13,1,7,3,0
Jakarta Utara,3,Pademangan,Ancol,TPS 03,15,64,36,4,7,2,0,24,12,8,0,10,1,20,1,0
Jakarta Utara,3,Pademangan,Ancol,TPS 04,9,70,42,3,7,1,6,11,18,4,8,56,0,7,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 05,11,41,29,0,5,0,10,15,7,4,3,3,0,12,1,1
Jakarta Utara,3,Pademangan,Ancol,TPS 06,7,71,23,3,7,0,4,22,2,6,3,4,0,6,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 08,4,34,21,4,5,2,8,10,7,4,5,4,2,5,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 09,11,53,58,3,4,0,4,16,6,2,5,39,0,3,3,1
Jakarta Utara,3,Pademangan,Ancol,TPS 10,5,53,41,4,6,2,2,20,4,2,6,28,3,7,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 11,16,37,27,4,2,1,9,20,12,5,4,6,0,10,2,0
Jakarta Utara,3,Pademangan,Ancol,TPS 12,13,57,32,11,2,1,3,23,18,6,2,11,1,24,0,1
Jakarta Utara,3,Pademangan,Ancol,TPS 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 14,4,39,64,10,9,0,1,17,3,1,6,4,0,2,1,0
Jakarta Utara,3,Pademangan,Ancol,TPS 15,0,19,45,2,11,1,1,4,3,1,34,1,0,0,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 16,7,60,41,8,13,0,1,18,22,2,11,14,3,10,2,3
Jakarta Utara,3,Pademangan,Ancol,TPS 17,2,86,31,14,11,0,4,9,15,4,4,17,1,7,0,1
Jakarta Utara,3,Pademangan,Ancol,TPS 18,2,43,26,14,20,1,8,10,54,1,1,4,2,9,0,1
Jakarta Utara,3,Pademangan,Ancol,TPS 19,113,65,32,10,5,0,3,11,14,4,7,9,1,18,2,0
Jakarta Utara,3,Pademangan,Ancol,TPS 20,13,61,49,1,3,1,8,18,7,4,2,11,0,11,1,0
Jakarta Utara,3,Pademangan,Ancol,TPS 21,27,81,22,14,9,0,3,11,11,5,0,7,0,13,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 23,14,57,73,8,8,0,6,20,9,5,9,6,1,9,2,1
Jakarta Utara,3,Pademangan,Ancol,TPS 24,69,35,27,3,7,3,6,10,12,1,9,7,0,18,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 25,40,38,39,10,0,0,4,17,20,6,6,6,2,14,1,0
Jakarta Utara,3,Pademangan,Ancol,TPS 26,8,42,45,7,2,0,7,23,6,2,0,6,2,9,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 27,7,39,53,7,3,3,21,10,10,1,5,4,0,13,1,0
Jakarta Utara,3,Pademangan,Ancol,TPS 28,3,44,45,2,6,1,34,18,6,3,3,3,0,19,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 29,6,27,29,3,10,0,0,27,8,4,4,11,0,10,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 30,4,38,39,11,5,0,67,11,8,5,1,6,0,8,0,1
Jakarta Utara,3,Pademangan,Ancol,TPS 31,6,47,31,11,2,0,66,21,12,2,3,3,2,5,2,0
Jakarta Utara,3,Pademangan,Ancol,TPS 32,5,34,33,9,5,39,11,15,3,1,2,0,11,1,0,1
Jakarta Utara,3,Pademangan,Ancol,TPS 33,4,39,25,6,6,0,40,22,15,4,3,6,0,9,1,0
Jakarta Utara,3,Pademangan,Ancol,TPS 34,9,9,41,8,10,3,36,15,10,3,2,7,0,8,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 35,6,41,50,10,12,0,4,23,6,4,15,3,0,4,2,1
Jakarta Utara,3,Pademangan,Ancol,TPS 36,8,46,53,3,4,0,12,14,11,6,3,6,1,9,1,1
Jakarta Utara,3,Pademangan,Ancol,TPS 37,6,21,16,7,9,1,38,48,3,1,0,0,2,30,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 38,6,35,47,22,6,1,63,38,10,3,1,3,0,19,2,0
Jakarta Utara,3,Pademangan,Ancol,TPS 39,3,23,26,14,9,0,21,24,4,3,0,3,0,14,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 41,1,27,25,7,12,1,28,35,6,1,3,1,0,29,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 42,10,28,66,10,9,0,3,4,7,3,9,4,0,15,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 43,4,27,33,9,32,0,3,33,2,4,1,1,2,9,1,0
Jakarta Utara,3,Pademangan,Ancol,TPS 44,1,25,28,7,20,0,5,18,8,3,4,4,2,8,3,1
Jakarta Utara,3,Pademangan,Ancol,TPS 45,1,25,32,5,12,1,2,6,5,8,11,2,0,7,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 47,2,17,20,2,7,0,3,13,9,0,0,3,0,10,1,0
Jakarta Utara,3,Pademangan,Ancol,TPS 48,37,8,22,7,14,1,1,14,15,6,2,8,3,4,3,0
Jakarta Utara,3,Pademangan,Ancol,TPS 49,32,47,34,5,9,1,8,29,11,5,14,9,0,12,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 50,12,48,16,8,2,1,1,57,17,6,22,8,0,12,2,4
Jakarta Utara,3,Pademangan,Ancol,TPS 51,33,70,6,0,3,0,2,50,1,2,1,4,10,7,1,0
Jakarta Utara,3,Pademangan,Ancol,TPS 52,35,70,12,1,7,1,1,63,5,3,2,15,0,5,0,1
Jakarta Utara,3,Pademangan,Ancol,TPS 53,15,80,13,5,3,2,2,50,5,3,0,11,3,19,1,0
Jakarta Utara,3,Pademangan,Ancol,TPS 54,40,64,8,3,3,0,6,52,5,7,12,21,0,9,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 55,61,35,15,3,7,2,6,16,17,11,7,8,2,9,5,1
Jakarta Utara,3,Pademangan,Ancol,TPS 56,21,60,30,8,5,1,20,33,3,5,2,12,0,7,3,0
Jakarta Utara,3,Pademangan,Ancol,TPS 57,22,50,34,3,5,0,6,45,4,3,6,10,1,14,7,0
Jakarta Utara,3,Pademangan,Ancol,TPS 58,34,38,18,5,3,0,2,17,8,0,1,5,5,7,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 59,15,22,23,5,3,0,1,13,6,0,4,5,1,6,6,0
Jakarta Utara,3,Pademangan,Ancol,TPS 60,3,9,85,10,8,0,0,0,0,0,83,0,0,1,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 61,0,2,96,7,16,2,0,0,9,0,122,0,0,1,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 62,0,3,71,3,13,1,0,2,2,2,99,0,0,1,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 63,1,5,84,4,10,0,0,1,0,0,100,0,0,0,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 64,4,2,74,6,8,0,2,0,1,0,81,0,0,3,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 65,0,1,100,2,4,0,3,1,4,1,62,0,1,0,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 66,0,6,91,0,6,0,0,7,2,0,82,0,0,0,1,0
Jakarta Utara,3,Pademangan,Ancol,TPS 67,1,5,74,6,8,0,4,5,0,0,53,1,0,2,0,1
Jakarta Utara,3,Pademangan,Ancol,TPS 68,0,1,75,0,8,0,0,1,0,1,60,0,0,0,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 69,0,4,85,6,3,0,1,3,0,0,67,1,0,0,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 70,2,9,95,5,16,1,1,0,0,0,53,0,0,2,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 71,2,10,120,4,18,1,1,0,0,0,63,0,0,5,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 72,7,58,41,3,6,0,4,16,11,7,19,6,0,9,0,1
Jakarta Utara,3,Pademangan,Ancol,TPS 73,17,27,12,5,4,0,5,19,6,1,2,6,0,9,1,1
Jakarta Utara,3,Pademangan,Ancol,TPS 74,8,36,45,3,12,1,37,23,10,2,2,3,0,9,2,0
Jakarta Utara,3,Pademangan,Ancol,TPS 75,4,19,38,8,9,1,25,23,11,3,5,4,2,21,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 77,4,13,25,3,19,1,9,20,8,0,0,0,0,12,0,0
Jakarta Utara,3,Pademangan,Ancol,TPS 78,17,36,22,6,1,0,2,25,9,2,8,8,0,11,7,1
Jakarta Utara,3,Penjaringan,Pluit,TPS 001,13,32,40,9,3,0,7,25,3,27,12,4,1,18,0,0
Jakarta Utara,3,Penjaringan,Pluit,TPS 002,13,32,23,6,3,0,7,30,3,22,7,11,0,27,1,0
Jakarta Utara,3,Penjaringan,Pluit,TPS 003,18,38,18,12,1,0,9,22,7,31,9,6,3,23,0,1
Jakarta Utara,3,Penjaringan,Pluit,TPS 004,22,69,36,14,7,3,5,27,12,128,11,12,6,40,0,0
Jakarta Utara,3,Penjaringan,Pluit,TPS 005,25,37,20,4,6,0,6,16,5,30,3,6,2,9,1,0
Jakarta Utara,3,Penjaringan,Pluit,TPS 006,9,29,31,15,2,2,4,13,2,35,5,6,0,3,0,1
Jakarta Utara,3,Penjaringan,Pluit,TPS 007,13,32,13,11,0,0,4,16,13,23,1,7,0,21,0,0
Jakarta Utara,3,Penjaringan,Pluit,TPS 008,24,32,25,5,3,0,8,55,5,8,1,10,3,20,2,0
Jakarta Utara,3,Penjaringan,Pluit,TPS 009,18,31,14,4,4,0,3,38,2,14,3,7,1,16,1,1
Jakarta Utara,3,Penjaringan,Pluit,TPS 010,14,21,29,7,0,0,3,21,4,13,0,14,2,14,0,0
Jakarta Utara,3,Penjaringan,Pluit,TPS 011,14,12,24,8,2,0,5,33,5,13,4,17,0,8,1,0
Jakarta Utara,3,Penjaringan,Pluit,TPS 012,1,4,105,8,11,0,4,6,8,0,48,1,0,1,0,1
Jakarta Utara,3,Penjaringan,Pluit,TPS 013,6,3,86,1,7,1,1,3,2,0,9,2,0,1,0,2
